Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_0_0_69,VPWR,li1,40.0200,13.6000,1.799801
FILLER_0_0_57,VPWR,li1,34.5000,13.6000,1.799826
FILLER_0_0_53,VPWR,li1,30.5900,13.6000,1.799846
FILLER_0_0_41,VPWR,li1,27.1400,13.6000,1.799858
FILLER_0_0_29,VPWR,li1,21.6200,13.6000,1.799885
FILLER_0_0_27,VPWR,li1,18.1700,13.6000,1.799904
FILLER_0_0_19,VPWR,li1,16.1000,13.6000,1.799916
clkbuf_1_1__f_clk_CPU,VPWR,li1,54.7400,46.2400,1.799462
clkbuf_1_0__f_clk_CPU,VPWR,li1,30.8200,46.2400,1.799627
clkbuf_0_clk_CPU,VPWR,li1,43.2400,46.2400,1.799526
_377__33,VPWR,li1,77.9700,84.3200,1.800000
_376__32,VPWR,li1,76.5900,84.3200,1.800000
output31,VPWR,li1,77.9700,13.6000,1.799701
output30,VPWR,li1,77.9700,19.0400,1.799891
output29,VPWR,li1,77.9700,35.3600,1.799797
output28,VPWR,li1,77.9700,24.4800,1.799819
output27,VPWR,li1,77.9700,29.9200,1.799743
output26,VPWR,li1,77.9700,78.8800,1.799988
output25,VPWR,li1,77.9700,73.4400,1.799983
output24,VPWR,li1,77.9700,68.0000,1.799927
output23,VPWR,li1,77.9700,62.5600,1.799798
output22,VPWR,li1,77.9700,57.1200,1.799766
output21,VPWR,li1,77.9700,46.2400,1.799452
output20,VPWR,li1,77.9700,46.2400,1.799452
output19,VPWR,li1,77.9700,40.8000,1.799715
input18,VPWR,li1,10.5800,84.3200,1.800000
input17,VPWR,li1,8.2800,84.3200,1.800000
input16,VPWR,li1,8.2800,78.8800,1.799998
input15,VPWR,li1,8.2800,73.4400,1.799996
input14,VPWR,li1,7.5900,24.4800,1.799961
input13,VPWR,li1,7.5900,35.3600,1.799947
input12,VPWR,li1,7.5900,29.9200,1.799947
input11,VPWR,li1,10.5800,13.6000,1.799936
input10,VPWR,li1,7.5900,19.0400,1.799970
input9,VPWR,li1,7.5900,73.4400,1.799996
input8,VPWR,li1,7.5900,68.0000,1.799977
input7,VPWR,li1,7.5900,62.5600,1.799960
input6,VPWR,li1,7.5900,57.1200,1.799954
input5,VPWR,li1,7.5900,51.6800,1.799942
input4,VPWR,li1,10.8100,51.6800,1.799942
input3,VPWR,li1,7.5900,46.2400,1.799860
input2,VPWR,li1,7.5900,40.8000,1.799935
input1,VPWR,li1,7.8200,40.8000,1.799935
TAP_TAPCELL_ROW_26_125,VPWR,li1,70.1500,84.0130,1.800000
TAP_TAPCELL_ROW_26_124,VPWR,li1,57.2700,84.0130,1.800000
TAP_TAPCELL_ROW_26_123,VPWR,li1,44.3900,84.0130,1.800000
TAP_TAPCELL_ROW_26_122,VPWR,li1,31.5100,84.0130,1.800000
TAP_TAPCELL_ROW_26_121,VPWR,li1,18.6300,84.0130,1.800000
TAP_TAPCELL_ROW_25_120,VPWR,li1,57.2700,79.1860,1.799990
TAP_TAPCELL_ROW_25_119,VPWR,li1,31.5100,79.1860,1.799994
TAP_TAPCELL_ROW_24_118,VPWR,li1,70.1500,78.5730,1.799989
TAP_TAPCELL_ROW_24_117,VPWR,li1,44.3900,78.5730,1.799992
TAP_TAPCELL_ROW_24_116,VPWR,li1,18.6300,78.5730,1.799996
TAP_TAPCELL_ROW_23_115,VPWR,li1,57.2700,73.7460,1.799985
TAP_TAPCELL_ROW_23_114,VPWR,li1,31.5100,73.7460,1.799989
TAP_TAPCELL_ROW_22_113,VPWR,li1,70.1500,73.1330,1.799984
TAP_TAPCELL_ROW_22_112,VPWR,li1,44.3900,73.1330,1.799987
TAP_TAPCELL_ROW_22_111,VPWR,li1,18.6300,73.1330,1.799994
TAP_TAPCELL_ROW_21_110,VPWR,li1,57.2700,68.3060,1.799930
TAP_TAPCELL_ROW_21_109,VPWR,li1,31.5100,68.3060,1.799946
TAP_TAPCELL_ROW_20_108,VPWR,li1,70.1500,67.6930,1.799929
TAP_TAPCELL_ROW_20_107,VPWR,li1,44.3900,67.6930,1.799933
TAP_TAPCELL_ROW_20_106,VPWR,li1,18.6300,67.6930,1.799966
TAP_TAPCELL_ROW_19_105,VPWR,li1,57.2700,62.8660,1.799830
TAP_TAPCELL_ROW_19_104,VPWR,li1,31.5100,62.8660,1.799896
TAP_TAPCELL_ROW_18_103,VPWR,li1,70.1500,62.2530,1.799801
TAP_TAPCELL_ROW_18_102,VPWR,li1,44.3900,62.2530,1.799863
TAP_TAPCELL_ROW_18_101,VPWR,li1,18.6300,62.2530,1.799940
TAP_TAPCELL_ROW_17_100,VPWR,li1,57.2700,57.4260,1.799800
TAP_TAPCELL_ROW_17_99,VPWR,li1,31.5100,57.4260,1.799885
TAP_TAPCELL_ROW_16_98,VPWR,li1,70.1500,56.8130,1.799772
TAP_TAPCELL_ROW_16_97,VPWR,li1,44.3900,56.8130,1.799837
TAP_TAPCELL_ROW_16_96,VPWR,li1,18.6300,56.8130,1.799931
TAP_TAPCELL_ROW_15_95,VPWR,li1,57.2700,51.9860,1.799804
TAP_TAPCELL_ROW_15_94,VPWR,li1,31.5100,51.9860,1.799854
TAP_TAPCELL_ROW_14_93,VPWR,li1,70.1500,51.3730,1.799790
TAP_TAPCELL_ROW_14_92,VPWR,li1,44.3900,51.3730,1.799829
TAP_TAPCELL_ROW_14_91,VPWR,li1,18.6300,51.3730,1.799915
TAP_TAPCELL_ROW_13_90,VPWR,li1,57.2700,46.5460,1.799461
TAP_TAPCELL_ROW_13_89,VPWR,li1,31.5100,46.5460,1.799627
TAP_TAPCELL_ROW_12_88,VPWR,li1,70.1500,45.9330,1.799454
TAP_TAPCELL_ROW_12_87,VPWR,li1,44.3900,45.9330,1.799516
TAP_TAPCELL_ROW_12_86,VPWR,li1,18.6300,45.9330,1.799784
TAP_TAPCELL_ROW_11_85,VPWR,li1,57.2700,41.1060,1.799745
TAP_TAPCELL_ROW_11_84,VPWR,li1,31.5100,41.1060,1.799840
TAP_TAPCELL_ROW_10_83,VPWR,li1,70.1500,40.4930,1.799721
TAP_TAPCELL_ROW_10_82,VPWR,li1,44.3900,40.4930,1.799782
TAP_TAPCELL_ROW_10_81,VPWR,li1,18.6300,40.4930,1.799899
TAP_TAPCELL_ROW_9_80,VPWR,li1,57.2700,35.6660,1.799806
TAP_TAPCELL_ROW_9_79,VPWR,li1,31.5100,35.6660,1.799857
TAP_TAPCELL_ROW_8_78,VPWR,li1,70.1500,35.0530,1.799798
TAP_TAPCELL_ROW_8_77,VPWR,li1,44.3900,35.0530,1.799819
TAP_TAPCELL_ROW_8_76,VPWR,li1,18.6300,35.0530,1.799915
TAP_TAPCELL_ROW_7_75,VPWR,li1,57.2700,30.2260,1.799763
TAP_TAPCELL_ROW_7_74,VPWR,li1,31.5100,30.2260,1.799848
TAP_TAPCELL_ROW_6_73,VPWR,li1,70.1500,29.6130,1.799748
TAP_TAPCELL_ROW_6_72,VPWR,li1,44.3900,29.6130,1.799788
TAP_TAPCELL_ROW_6_71,VPWR,li1,18.6300,29.6130,1.799914
TAP_TAPCELL_ROW_5_70,VPWR,li1,57.2700,24.7860,1.799848
TAP_TAPCELL_ROW_5_69,VPWR,li1,31.5100,24.7860,1.799893
TAP_TAPCELL_ROW_4_68,VPWR,li1,70.1500,24.1730,1.799827
TAP_TAPCELL_ROW_4_67,VPWR,li1,44.3900,24.1730,1.799872
TAP_TAPCELL_ROW_4_66,VPWR,li1,18.6300,24.1730,1.799935
TAP_TAPCELL_ROW_3_65,VPWR,li1,57.2700,19.3460,1.799914
TAP_TAPCELL_ROW_3_64,VPWR,li1,31.5100,19.3460,1.799947
TAP_TAPCELL_ROW_2_63,VPWR,li1,70.1500,18.7330,1.799897
TAP_TAPCELL_ROW_2_62,VPWR,li1,44.3900,18.7330,1.799932
TAP_TAPCELL_ROW_2_61,VPWR,li1,18.6300,18.7330,1.799962
TAP_TAPCELL_ROW_1_60,VPWR,li1,57.2700,13.9060,1.799725
TAP_TAPCELL_ROW_1_59,VPWR,li1,31.5100,13.9060,1.799846
TAP_TAPCELL_ROW_0_58,VPWR,li1,70.1500,13.2930,1.799701
TAP_TAPCELL_ROW_0_57,VPWR,li1,57.2700,13.2930,1.799725
TAP_TAPCELL_ROW_0_56,VPWR,li1,44.3900,13.2930,1.799789
TAP_TAPCELL_ROW_0_55,VPWR,li1,31.5100,13.2930,1.799846
TAP_TAPCELL_ROW_0_54,VPWR,li1,18.6300,13.2930,1.799904
PHY_EDGE_ROW_26_Left_53,VPWR,li1,6.2100,84.3200,1.800000
PHY_EDGE_ROW_25_Left_52,VPWR,li1,6.2100,78.8800,1.799998
PHY_EDGE_ROW_24_Left_51,VPWR,li1,6.2100,78.8800,1.799998
PHY_EDGE_ROW_23_Left_50,VPWR,li1,6.2100,73.4400,1.799996
PHY_EDGE_ROW_22_Left_49,VPWR,li1,6.2100,73.4400,1.799996
PHY_EDGE_ROW_21_Left_48,VPWR,li1,6.2100,68.0000,1.799977
PHY_EDGE_ROW_20_Left_47,VPWR,li1,6.2100,68.0000,1.799977
PHY_EDGE_ROW_19_Left_46,VPWR,li1,6.2100,62.5600,1.799960
PHY_EDGE_ROW_18_Left_45,VPWR,li1,6.2100,62.5600,1.799960
PHY_EDGE_ROW_17_Left_44,VPWR,li1,6.2100,57.1200,1.799954
PHY_EDGE_ROW_16_Left_43,VPWR,li1,6.2100,57.1200,1.799954
PHY_EDGE_ROW_15_Left_42,VPWR,li1,6.2100,51.6800,1.799942
PHY_EDGE_ROW_14_Left_41,VPWR,li1,6.2100,51.6800,1.799942
PHY_EDGE_ROW_13_Left_40,VPWR,li1,6.2100,46.2400,1.799860
PHY_EDGE_ROW_12_Left_39,VPWR,li1,6.2100,46.2400,1.799860
PHY_EDGE_ROW_11_Left_38,VPWR,li1,6.2100,40.8000,1.799935
PHY_EDGE_ROW_10_Left_37,VPWR,li1,6.2100,40.8000,1.799935
PHY_EDGE_ROW_9_Left_36,VPWR,li1,6.2100,35.3600,1.799947
PHY_EDGE_ROW_8_Left_35,VPWR,li1,6.2100,35.3600,1.799947
PHY_EDGE_ROW_7_Left_34,VPWR,li1,6.2100,29.9200,1.799947
PHY_EDGE_ROW_6_Left_33,VPWR,li1,6.2100,29.9200,1.799947
PHY_EDGE_ROW_5_Left_32,VPWR,li1,6.2100,24.4800,1.799961
PHY_EDGE_ROW_4_Left_31,VPWR,li1,6.2100,24.4800,1.799961
PHY_EDGE_ROW_3_Left_30,VPWR,li1,6.2100,19.0400,1.799970
PHY_EDGE_ROW_2_Left_29,VPWR,li1,6.2100,19.0400,1.799970
PHY_EDGE_ROW_1_Left_28,VPWR,li1,6.2100,13.6000,1.799936
PHY_EDGE_ROW_0_Left_27,VPWR,li1,6.2100,13.6000,1.799936
PHY_EDGE_ROW_26_Right_26,VPWR,li1,79.3500,84.3200,1.800000
PHY_EDGE_ROW_25_Right_25,VPWR,li1,79.3500,78.8800,1.799988
PHY_EDGE_ROW_24_Right_24,VPWR,li1,79.3500,78.8800,1.799988
PHY_EDGE_ROW_23_Right_23,VPWR,li1,79.3500,73.4400,1.799983
PHY_EDGE_ROW_22_Right_22,VPWR,li1,79.3500,73.4400,1.799983
PHY_EDGE_ROW_21_Right_21,VPWR,li1,79.3500,68.0000,1.799927
PHY_EDGE_ROW_20_Right_20,VPWR,li1,79.3500,68.0000,1.799927
PHY_EDGE_ROW_19_Right_19,VPWR,li1,79.3500,62.5600,1.799798
PHY_EDGE_ROW_18_Right_18,VPWR,li1,79.3500,62.5600,1.799798
PHY_EDGE_ROW_17_Right_17,VPWR,li1,79.3500,57.1200,1.799766
PHY_EDGE_ROW_16_Right_16,VPWR,li1,79.3500,57.1200,1.799766
PHY_EDGE_ROW_15_Right_15,VPWR,li1,79.3500,51.6800,1.799785
PHY_EDGE_ROW_14_Right_14,VPWR,li1,79.3500,51.6800,1.799785
PHY_EDGE_ROW_13_Right_13,VPWR,li1,79.3500,46.2400,1.799452
PHY_EDGE_ROW_12_Right_12,VPWR,li1,79.3500,46.2400,1.799452
PHY_EDGE_ROW_11_Right_11,VPWR,li1,79.3500,40.8000,1.799715
PHY_EDGE_ROW_10_Right_10,VPWR,li1,79.3500,40.8000,1.799715
PHY_EDGE_ROW_9_Right_9,VPWR,li1,79.3500,35.3600,1.799797
PHY_EDGE_ROW_8_Right_8,VPWR,li1,79.3500,35.3600,1.799797
PHY_EDGE_ROW_7_Right_7,VPWR,li1,79.3500,29.9200,1.799743
PHY_EDGE_ROW_6_Right_6,VPWR,li1,79.3500,29.9200,1.799743
PHY_EDGE_ROW_5_Right_5,VPWR,li1,79.3500,24.4800,1.799819
PHY_EDGE_ROW_4_Right_4,VPWR,li1,79.3500,24.4800,1.799819
PHY_EDGE_ROW_3_Right_3,VPWR,li1,79.3500,19.0400,1.799891
PHY_EDGE_ROW_2_Right_2,VPWR,li1,79.3500,19.0400,1.799891
PHY_EDGE_ROW_1_Right_1,VPWR,li1,79.3500,13.6000,1.799701
PHY_EDGE_ROW_0_Right_0,VPWR,li1,79.3500,13.6000,1.799701
_378_,VPWR,li1,76.5900,19.0400,1.799891
_377_,VPWR,li1,74.9800,78.8800,1.799988
_376_,VPWR,li1,76.8200,78.8800,1.799988
_375_,VPWR,li1,74.0600,51.6800,1.799785
_374_,VPWR,li1,74.0600,40.8000,1.799716
_373_,VPWR,li1,33.5800,24.4800,1.799888
_372_,VPWR,li1,74.0600,19.0400,1.799892
_371_,VPWR,li1,51.0600,57.1200,1.799818
_370_,VPWR,li1,49.4500,51.6800,1.799815
_369_,VPWR,li1,48.5300,40.8000,1.799770
_368_,VPWR,li1,26.4500,40.8000,1.799853
_367_,VPWR,li1,39.3300,29.9200,1.799806
_366_,VPWR,li1,33.1200,35.3600,1.799857
_365_,VPWR,li1,46.6900,35.3600,1.799813
_364_,VPWR,li1,23.4600,40.8000,1.799867
_363_,VPWR,li1,21.3900,46.2400,1.799745
_362_,VPWR,li1,11.5000,57.1200,1.799954
_361_,VPWR,li1,23.6900,35.3600,1.799889
_360_,VPWR,li1,24.3800,13.6000,1.799870
_359_,VPWR,li1,12.4200,13.6000,1.799936
_358_,VPWR,li1,25.9900,24.4800,1.799910
_357_,VPWR,li1,12.6500,19.0400,1.799970
_356_,VPWR,li1,74.0600,29.9200,1.799743
_355_,VPWR,li1,73.8300,24.4800,1.799820
_354_,VPWR,li1,74.0600,57.1200,1.799767
_353_,VPWR,li1,72.6800,62.5600,1.799798
_352_,VPWR,li1,62.1000,57.1200,1.799785
_351_,VPWR,li1,62.5600,62.5600,1.799811
_350_,VPWR,li1,30.1300,51.6800,1.799859
_349_,VPWR,li1,55.4300,40.8000,1.799748
_348_,VPWR,li1,64.1700,13.6000,1.799701
_347_,VPWR,li1,62.7900,13.6000,1.799701
_346_,VPWR,li1,49.9100,29.9200,1.799769
_345_,VPWR,li1,70.8400,46.2400,1.799453
_344_,VPWR,li1,75.9000,51.6800,1.799785
_343_,VPWR,li1,65.7800,51.6800,1.799794
_342_,VPWR,li1,72.2200,40.8000,1.799718
_341_,VPWR,li1,68.0800,40.8000,1.799725
_340_,VPWR,li1,71.3000,46.2400,1.799453
_339_,VPWR,li1,29.2100,19.0400,1.799949
_338_,VPWR,li1,71.9900,19.0400,1.799894
_337_,VPWR,li1,46.6900,57.1200,1.799830
_336_,VPWR,li1,42.5500,57.1200,1.799844
_335_,VPWR,li1,43.0100,51.6800,1.799829
_334_,VPWR,li1,43.0100,46.2400,1.799526
_333_,VPWR,li1,40.7100,51.6800,1.799833
_332_,VPWR,li1,40.7100,51.6800,1.799833
_331_,VPWR,li1,42.5500,40.8000,1.799789
_330_,VPWR,li1,40.7100,46.2400,1.799551
_329_,VPWR,li1,37.0300,46.2400,1.799568
_328_,VPWR,li1,37.0300,46.2400,1.799568
_327_,VPWR,li1,25.0700,46.2400,1.799690
_326_,VPWR,li1,33.3500,40.8000,1.799829
_325_,VPWR,li1,32.6600,40.8000,1.799829
_324_,VPWR,li1,36.5700,40.8000,1.799818
_323_,VPWR,li1,37.4900,29.9200,1.799822
_322_,VPWR,li1,34.2700,29.9200,1.799831
_321_,VPWR,li1,25.9900,29.9200,1.799875
_320_,VPWR,li1,32.4300,35.3600,1.799857
_319_,VPWR,li1,34.2700,35.3600,1.799848
_318_,VPWR,li1,38.6400,35.3600,1.799835
_317_,VPWR,li1,42.5500,35.3600,1.799823
_316_,VPWR,li1,39.7900,35.3600,1.799835
_315_,VPWR,li1,18.1700,40.8000,1.799899
_314_,VPWR,li1,16.3300,40.8000,1.799918
_313_,VPWR,li1,20.0100,40.8000,1.799888
_312_,VPWR,li1,17.4800,51.6800,1.799915
_311_,VPWR,li1,20.0100,51.6800,1.799901
_310_,VPWR,li1,17.2500,51.6800,1.799915
_309_,VPWR,li1,14.7200,51.6800,1.799930
_308_,VPWR,li1,20.4700,51.6800,1.799901
_307_,VPWR,li1,15.6400,57.1200,1.799938
_306_,VPWR,li1,12.8800,57.1200,1.799954
_305_,VPWR,li1,13.3400,35.3600,1.799947
_304_,VPWR,li1,9.8900,35.3600,1.799947
_303_,VPWR,li1,16.1000,24.4800,1.799943
_302_,VPWR,li1,9.6600,35.3600,1.799947
_301_,VPWR,li1,9.2000,46.2400,1.799860
_300_,VPWR,li1,12.6500,46.2400,1.799860
_299_,VPWR,li1,10.5800,40.8000,1.799935
_298_,VPWR,li1,10.5800,46.2400,1.799860
_297_,VPWR,li1,8.9700,51.6800,1.799942
_296_,VPWR,li1,13.1100,40.8000,1.799935
_295_,VPWR,li1,69.6900,35.3600,1.799798
_294_,VPWR,li1,65.3200,40.8000,1.799729
_293_,VPWR,li1,71.9900,35.3600,1.799797
_292_,VPWR,li1,71.9900,24.4800,1.799822
_291_,VPWR,li1,71.5300,29.9200,1.799746
_290_,VPWR,li1,66.7000,24.4800,1.799831
_289_,VPWR,li1,72.2200,57.1200,1.799769
_288_,VPWR,li1,72.2200,51.6800,1.799787
_287_,VPWR,li1,66.2400,51.6800,1.799794
_286_,VPWR,li1,68.0800,62.5600,1.799804
_285_,VPWR,li1,65.0900,40.8000,1.799732
_284_,VPWR,li1,71.5300,35.3600,1.799797
_283_,VPWR,li1,59.3400,51.6800,1.799801
_282_,VPWR,li1,55.8900,51.6800,1.799807
_281_,VPWR,li1,59.3400,51.6800,1.799801
_280_,VPWR,li1,62.1000,51.6800,1.799798
_279_,VPWR,li1,25.0700,51.6800,1.799876
_278_,VPWR,li1,34.7300,57.1200,1.799876
_277_,VPWR,li1,35.8800,57.1200,1.799866
_276_,VPWR,li1,42.3200,68.0000,1.799935
_275_,VPWR,li1,23.6900,68.0000,1.799955
_274_,VPWR,li1,25.9900,68.0000,1.799952
_273_,VPWR,li1,13.8000,62.5600,1.799960
_272_,VPWR,li1,43.4700,62.5600,1.799863
_271_,VPWR,li1,39.1000,62.5600,1.799879
_270_,VPWR,li1,33.8100,68.0000,1.799943
_269_,VPWR,li1,21.1600,62.5600,1.799928
_268_,VPWR,li1,27.3700,57.1200,1.799896
_267_,VPWR,li1,31.5100,62.5600,1.799896
_266_,VPWR,li1,33.5800,73.4400,1.799989
_265_,VPWR,li1,30.1300,78.8800,1.799994
_264_,VPWR,li1,37.0300,68.0000,1.799939
_263_,VPWR,li1,43.7000,73.4400,1.799987
_262_,VPWR,li1,34.2700,73.4400,1.799989
_261_,VPWR,li1,34.7300,62.5600,1.799887
_260_,VPWR,li1,10.8100,73.4400,1.799996
_259_,VPWR,li1,25.9900,78.8800,1.799995
_258_,VPWR,li1,28.0600,78.8800,1.799994
_257_,VPWR,li1,32.4300,78.8800,1.799994
_256_,VPWR,li1,11.0400,73.4400,1.799996
_255_,VPWR,li1,10.5800,78.8800,1.799998
_254_,VPWR,li1,51.7500,73.4400,1.799986
_253_,VPWR,li1,26.6800,57.1200,1.799904
_252_,VPWR,li1,26.9100,62.5600,1.799909
_251_,VPWR,li1,16.5600,62.5600,1.799948
_250_,VPWR,li1,15.1800,68.0000,1.799972
_249_,VPWR,li1,15.6400,68.0000,1.799972
_248_,VPWR,li1,15.6400,73.4400,1.799995
_247_,VPWR,li1,52.9000,62.5600,1.799837
_246_,VPWR,li1,52.9000,62.5600,1.799837
_245_,VPWR,li1,51.9800,68.0000,1.799931
_244_,VPWR,li1,27.8300,62.5600,1.799909
_243_,VPWR,li1,24.3800,62.5600,1.799917
_242_,VPWR,li1,8.7400,68.0000,1.799977
_241_,VPWR,li1,50.8300,73.4400,1.799986
_240_,VPWR,li1,20.4700,73.4400,1.799993
_239_,VPWR,li1,17.4800,57.1200,1.799931
_238_,VPWR,li1,37.2600,78.8800,1.799993
_237_,VPWR,li1,33.3500,78.8800,1.799993
_236_,VPWR,li1,37.7200,78.8800,1.799993
_235_,VPWR,li1,28.9800,68.0000,1.799949
_234_,VPWR,li1,25.7600,73.4400,1.799991
_233_,VPWR,li1,22.0800,78.8800,1.799996
_232_,VPWR,li1,17.9400,78.8800,1.799997
_231_,VPWR,li1,29.6700,78.8800,1.799994
_230_,VPWR,li1,18.6300,73.4400,1.799994
_229_,VPWR,li1,42.0900,68.0000,1.799935
_228_,VPWR,li1,53.8200,68.0000,1.799931
_227_,VPWR,li1,56.8100,68.0000,1.799930
_226_,VPWR,li1,54.7400,73.4400,1.799985
_225_,VPWR,li1,41.6300,78.8800,1.799992
_224_,VPWR,li1,48.0700,73.4400,1.799986
_223_,VPWR,li1,43.9300,78.8800,1.799992
_222_,VPWR,li1,46.9200,68.0000,1.799932
_221_,VPWR,li1,49.2200,68.0000,1.799931
_220_,VPWR,li1,48.0700,78.8800,1.799992
_219_,VPWR,li1,55.4300,68.0000,1.799931
_218_,VPWR,li1,52.9000,73.4400,1.799986
_217_,VPWR,li1,51.7500,78.8800,1.799991
_216_,VPWR,li1,39.7900,78.8800,1.799993
_215_,VPWR,li1,20.0100,78.8800,1.799996
_214_,VPWR,li1,61.8700,40.8000,1.799736
_213_,VPWR,li1,61.6400,46.2400,1.799458
_212_,VPWR,li1,61.1800,29.9200,1.799757
_211_,VPWR,li1,64.8600,35.3600,1.799801
_210_,VPWR,li1,58.8800,24.4800,1.799845
_209_,VPWR,li1,62.1000,29.9200,1.799757
_208_,VPWR,li1,62.1000,35.3600,1.799803
_207_,VPWR,li1,61.4100,35.3600,1.799803
_206_,VPWR,li1,62.3300,40.8000,1.799736
_205_,VPWR,li1,60.2600,24.4800,1.799845
_204_,VPWR,li1,59.1100,19.0400,1.799912
_203_,VPWR,li1,66.9300,24.4800,1.799831
_202_,VPWR,li1,51.2900,29.9200,1.799769
_201_,VPWR,li1,55.4300,35.3600,1.799807
_200_,VPWR,li1,51.7500,35.3600,1.799809
_199_,VPWR,li1,53.8200,29.9200,1.799765
_198_,VPWR,li1,59.5700,35.3600,1.799804
_197_,VPWR,li1,52.9000,24.4800,1.799856
_196_,VPWR,li1,53.8200,19.0400,1.799919
_195_,VPWR,li1,55.4300,35.3600,1.799807
_194_,VPWR,li1,54.7400,24.4800,1.799852
_193_,VPWR,li1,63.7100,24.4800,1.799837
_192_,VPWR,li1,55.6600,40.8000,1.799745
_191_,VPWR,li1,22.3100,19.0400,1.799960
_190_,VPWR,li1,13.1100,19.0400,1.799970
_189_,VPWR,li1,18.4000,13.6000,1.799904
_188_,VPWR,li1,21.6200,29.9200,1.799899
_187_,VPWR,li1,20.0100,24.4800,1.799927
_186_,VPWR,li1,11.5000,24.4800,1.799961
_185_,VPWR,li1,11.9600,24.4800,1.799961
_184_,VPWR,li1,8.5100,24.4800,1.799961
_183_,VPWR,li1,25.7600,19.0400,1.799954
_182_,VPWR,li1,8.2800,29.9200,1.799947
_181_,VPWR,li1,14.2600,24.4800,1.799952
_180_,VPWR,li1,24.3800,24.4800,1.799910
_179_,VPWR,li1,15.8700,19.0400,1.799966
_178_,VPWR,li1,21.3900,29.9200,1.799899
_177_,VPWR,li1,16.3300,24.4800,1.799943
_176_,VPWR,li1,35.6500,51.6800,1.799843
_175_,VPWR,li1,10.3500,29.9200,1.799947
_174_,VPWR,li1,43.9300,68.0000,1.799933
_173_,VPWR,li1,31.5100,68.0000,1.799946
_172_,VPWR,li1,30.1300,46.2400,1.799627
_171_,VPWR,li1,36.1100,51.6800,1.799843
_170_,VPWR,li1,12.6500,78.8800,1.799998
_169_,VPWR,li1,10.3500,40.8000,1.799935
